ID,workWithTB,workInPH,Question,Response,profession,phRole,employer,clinician
ID_14,Yes,No,Q14Aopt2,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q23Aopt1,Strongly Disagree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q23Aopt4,Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q21Aopt1,Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q22Aopt4,Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q13Aopt3,3,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt2,5,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q12Aopt2,2,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q10Aopt1,Full Name (Ex. Susceptible; Resistant; Unknown),Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q21Aopt3,Neutral,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q13Aopt1,2,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q22Aopt2,Disagree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q23Aopt2,Disagree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt6,4,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q16Aopt3,5,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt3,3,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q13Aopt2,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q11Bopt3,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q12Aopt1,3,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q23Aopt3,Disagree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt4,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt5,2,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q24Aopt2,3,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q22Aopt3,Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q24Aopt3,2,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q18opt1,A (Summary statement),Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q20Aopt4,Strongly Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q20Aopt2,Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q12Aopt4,4,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q24Aopt4,4,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q16Aopt5,4,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q12Aopt3,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q16Aopt4,1,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q11Bopt4,NA,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q20Aopt3,Strongly Agree,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q17Aopt1,6,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q11Bopt5,NA,Physician,Non-Micro,Academic Institution,Physician
ID_14,Yes,No,Q11Aopt1,Yes ; on the same table with the drug susceptibility data,Physician,Non-Micro,Academic Institution,Physician
ID_15,Yes,Yes,Q6Aopt2,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q6Aopt1,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q10Aopt1,Full Name (Ex. Susceptible; Resistant; Unknown),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q5Aopt1,A (with bolding),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q24Aopt3,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Bopt4,NA,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Bopt5,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q21Aopt1,Neutral,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q24Aopt4,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q16Aopt3,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Bopt3,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q20Aopt3,Strongly Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q2Copt4,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q2Copt3,NA,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q16Aopt2,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q20Aopt2,Strongly Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q12Aopt1,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q20Aopt1,Strongly Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q20Aopt4,Strongly Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q9Aopt1,Full Name (Ex. isoniazid),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q16Aopt5,5,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Bopt2,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q6Aopt3,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q16Aopt4,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q24Aopt1,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Bopt1,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q14Aopt2,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q24Aopt2,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q2Copt2,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q11Aopt1,Yes; but on the other side of the report,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt6,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q13Aopt2,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q16Aopt1,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q12Aopt2,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q6Aopt4,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q14Aopt1,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q23Aopt2,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q13Aopt3,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q15Aopt1,B (Organism name),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q23Aopt3,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q23Aopt1,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q14Aopt3,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q19opt1,A (One column),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q8Aopt4,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q18opt1,A (Summary statement),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q12Aopt4,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q22Aopt4,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt5,5,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q7Aopt1,A (Full sentence),Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q22Aopt1,Strongly Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q23Aopt4,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q13Aopt1,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt4,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q12Aopt3,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt1,4,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q21Aopt3,Neutral,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q21Aopt2,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q22Aopt2,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q8Aopt2,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt3,6,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q2Copt1,1,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q17Aopt2,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q22Aopt3,Agree,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q8Aopt3,2,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q8Aopt1,3,Research,Research,Academic Institution,Non-Physician
ID_15,Yes,Yes,Q21Aopt4,Agree,Research,Research,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q20Aopt2,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q21Aopt1,Disagree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q24Aopt1,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q14Aopt1,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q20Aopt3,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q18opt1,A (Summary statement),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt6,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Bopt1,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q6Aopt4,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q24Aopt2,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q14Aopt2,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q20Aopt1,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q24Aopt4,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Bopt2,NA,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q21Aopt3,Disagree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q23Aopt2,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q8Aopt1,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt5,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q20Aopt4,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q16Aopt1,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q23Aopt3,Disagree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt1,6,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q13Aopt2,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q14Aopt3,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q13Aopt3,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q19opt1,A (One column),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q6Aopt3,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q24Aopt3,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q12Aopt4,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q2Copt2,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q15Aopt1,B (Organism name),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q6Aopt1,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q13Aopt1,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q2Copt1,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Bopt5,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q5Aopt1,A (with bolding),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q21Aopt2,Neutral,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt4,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q2Copt3,NA,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt3,5,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q22Aopt4,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q7Aopt1,B (Summary),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q12Aopt3,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q23Aopt4,Neutral,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q21Aopt4,Neutral,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q23Aopt1,Disagree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q6Aopt2,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q16Aopt3,5,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Aopt1,No ; I am not interested in the mutation data,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q8Aopt3,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q22Aopt3,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q12Aopt2,2,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q16Aopt5,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Bopt4,NA,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q11Bopt3,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q16Aopt2,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q17Aopt2,1,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q22Aopt2,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q12Aopt1,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q9Aopt1,Full Name (Ex. isoniazid),Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q8Aopt4,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q8Aopt2,3,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q16Aopt4,4,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q2Copt4,NA,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q22Aopt1,Agree,Research,Surveillance,Academic Institution,Non-Physician
ID_16,Yes,Yes,Q10Aopt1,Full Name (Ex. Susceptible; Resistant; Unknown),Research,Surveillance,Academic Institution,Non-Physician
ID_17,Yes,No,Q20Aopt3,Strongly Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q19opt1,B (Two column),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q18opt1,A (Summary statement),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q6Aopt4,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q14Aopt1,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q12Aopt3,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Bopt5,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q20Aopt2,Strongly Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q6Aopt3,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q21Aopt3,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q20Aopt1,Strongly Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q22Aopt4,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q8Aopt1,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt3,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q21Aopt4,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q6Aopt1,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q21Aopt1,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q21Aopt2,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q23Aopt3,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt2,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q22Aopt3,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q22Aopt2,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q13Aopt1,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q5Aopt1,B (without bolding),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q14Aopt2,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q24Aopt4,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Bopt1,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q2Copt3,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q2Copt2,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q8Aopt4,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt1,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q6Aopt2,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q20Aopt4,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt4,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q22Aopt1,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q8Aopt3,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q24Aopt1,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Bopt4,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q16Aopt3,5,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q24Aopt3,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q23Aopt2,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q9Aopt1,Full Name (Ex. isoniazid),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Bopt3,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q13Aopt3,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q12Aopt4,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q12Aopt1,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Bopt2,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q15Aopt1,A (Percent match),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q16Aopt2,1,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q2Copt1,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q16Aopt4,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q16Aopt1,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q24Aopt2,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q7Aopt1,A (Full sentence),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q11Aopt1,Yes ; on the same table with the drug susceptibility data,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q23Aopt4,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q13Aopt2,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt5,5,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q14Aopt3,2,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q2Copt4,NA,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q17Aopt6,6,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q8Aopt2,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q16Aopt5,4,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q23Aopt1,Agree,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q10Aopt1,Full Name (Ex. Susceptible; Resistant; Unknown),Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_17,Yes,No,Q12Aopt2,3,Surveillance,Non-Micro,Public Health Organization,Non-Physician
ID_18,Yes,No,Q24Aopt4,2,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q21Aopt1,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q15Aopt1,B (Organism name),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q12Aopt3,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q6Aopt3,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q6Aopt4,2,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q13Aopt1,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q20Aopt4,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q17Aopt4,4,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q22Aopt4,Neutral,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q17Aopt3,6,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q24Aopt3,4,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q21Aopt2,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q14Aopt3,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q11Bopt5,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q22Aopt2,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q20Aopt3,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q21Aopt4,Neutral,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q23Aopt3,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q24Aopt2,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q14Aopt2,2,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q20Aopt2,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q9Aopt1,Full Name (Ex. isoniazid),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q22Aopt3,Neutral,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q17Aopt2,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q24Aopt1,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q18opt1,A (Summary statement),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q8Aopt1,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q2Copt2,NA,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q20Aopt1,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q11Aopt1,Yes ; on the same table with the drug susceptibility data,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q14Aopt1,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q21Aopt3,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q19opt1,B (Two column),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q8Aopt4,4,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q17Aopt1,5,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q12Aopt1,4,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q6Aopt2,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q6Aopt1,4,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q23Aopt2,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q22Aopt1,Agree,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q8Aopt3,2,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q5Aopt1,A (with bolding),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q11Bopt4,NA,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q16Aopt3,1,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q23Aopt4,Neutral,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q16Aopt1,3,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q2Copt3,NA,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q7Aopt1,A (Full sentence),Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q11Bopt1,NA,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q2Copt1,NA,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q16Aopt2,2,Nurse,Non-Micro,Hospital,Non-Physician
ID_18,Yes,No,Q12Aopt2,2,Nurse,Non-Micro,Hospital,Non-Physician
